date,he,nevp,pace,pacw,pge,sce,sdge,vea,iso,npsolar,spsolar,zpsolar,solar,npwind,spwind,wind
2019-04-22,3,2955,4064,1604,8630,8668,1670,43,19078,0,0,0,0,247,2108,2355
2019-04-22,4,2939,4151,1636,8636,8662,1660,44,19068,0,0,0,0,265,1826,2091
2019-04-22,5,2993,4362,1739,8900,8968,1709,46,19690,0,0,0,0,309,1573,1882
2019-04-22,6,3122,4728,1984,9537,9682,1853,51,21191,0,0,0,0,350,1289,1639
2019-04-22,7,3216,4979,2307,10437,10389,2051,56,23000,108,561,79,748,376,981,1357
2019-04-22,8,3305,5077,2484,11016,10743,2115,58,23997,612,2718,544,3874,386,688,1074
2019-04-22,9,3393,5088,2450,10915,10774,2065,59,23879,1168,5246,1202,7616,388,450,838
2019-04-22,10,3472,5073,2392,10534,10747,1954,58,23361,1377,6616,1585,9578,406,333,739
2019-04-22,11,3548,5030,2346,10302,10667,1857,59,22952,1423,7151,1751,10325,437,375,812
2019-04-22,12,3607,4960,2303,10149,10655,1788,59,22718,1441,7308,1820,10569,457,479,936
2019-04-22,13,3678,4936,2286,10120,10709,1776,60,22732,1443,7254,1823,10520,473,572,1045
2019-04-22,14,3788,4893,2268,10331,10840,1801,60,23101,1443,7106,1819,10368,483,704,1187
2019-04-22,15,3897,4860,2249,10618,11043,1853,61,23643,1438,6790,1809,10037,473,931,1404
2019-04-22,16,4007,4853,2238,11178,11346,1950,61,24603,1411,6322,1743,9476,447,1221,1668
2019-04-22,17,4097,4845,2245,11734,11590,2068,61,25521,1365,5585,1586,8536,387,1476,1863
2019-04-22,18,4107,4842,2271,12374,11824,2212,62,26539,1155,3941,1208,6304,304,1638,1942
2019-04-22,19,4110,4863,2282,12880,12040,2307,62,27355,606,1469,542,2617,245,1719,1964
2019-04-22,20,4177,5022,2280,13237,12690,2453,63,28508,112,128,76,316,237,1739,1976
2019-04-22,21,4189,4967,2307,13457,12710,2492,63,28788,0,1,0,1,256,1639,1895
2019-04-22,22,3986,4691,2179,12806,12120,2357,59,27408,0,0,0,0,291,1431,1722
2019-04-22,23,3706,4411,1982,11781,11281,2142,53,25322,0,0,0,0,331,1236,1567
2019-04-22,24,3443,4234,1805,10860,10468,1952,49,23397,0,0,0,0,343,1078,1421
2019-04-23,1,3373,4190,1724,9399,9870,1856,45,21235,0,0,0,0,418,849,1267
2019-04-23,2,3232,4153,1670,9003,9381,1777,44,20270,0,0,0,0,371,713,1084
2019-04-23,3,3136,4152,1640,8799,9117,1727,43,19753,0,0,0,0,333,649,982
2019-04-23,4,3098,4227,1645,8689,9039,1710,44,19546,0,0,0,0,312,647,959
2019-04-23,5,3130,4436,1718,8813,9258,1749,46,19930,0,0,0,0,298,664,962
2019-04-23,6,3259,4783,1932,9351,9898,1885,51,21248,0,0,0,0,281,615,896
2019-04-23,7,3349,5028,2240,10294,10513,2062,56,22990,115,611,87,813,256,474,730
2019-04-23,8,3470,5112,2401,11098,10903,2132,58,24256,623,2862,561,4046,220,313,533
2019-04-23,9,3620,5110,2368,11206,11090,2091,58,24511,1170,5396,1217,7783,188,247,435
2019-04-23,10,3746,5096,2350,11036,11126,2013,57,24298,1373,6692,1592,9657,172,283,455
2019-04-23,11,3870,5070,2321,10881,11374,1951,58,24331,1419,7187,1754,10360,160,337,497
2019-04-23,12,3997,5031,2300,10865,11652,1914,59,24556,1437,7352,1823,10612,146,360,506
2019-04-23,13,4126,5033,2307,10979,11978,1908,61,24994,1436,7342,1825,10603,127,332,459
2019-04-23,14,4267,5014,2306,11421,12352,1954,63,25859,1431,7289,1820,10540,100,299,399
2019-04-23,15,4412,5021,2298,11768,12731,2024,64,26657,1421,7113,1814,10348,74,318,392
2019-04-23,16,4571,5077,2295,12323,13066,2117,65,27639,1395,6726,1746,9867,54,422,476
2019-04-23,17,4663,5100,2278,12738,13316,2243,67,28430,1346,6003,1581,8930,41,631,672
2019-04-23,18,4731,5027,2278,13325,13460,2383,67,29303,1132,4342,1199,6673,36,915,951
2019-04-23,19,4712,5018,2288,13698,13469,2468,66,29768,598,1724,545,2867,50,1230,1280
2019-04-23,20,4740,5136,2284,13935,13692,2593,65,30352,106,188,79,373,97,1555,1652
2019-04-23,21,4681,5058,2308,14059,13723,2601,63,30512,0,1,0,1,160,1765,1925
2019-04-23,22,4429,4782,2178,13332,13049,2441,58,28943,0,0,0,0,209,1799,2008
2019-04-23,23,4069,4485,1985,12293,11988,2189,53,26588,0,0,0,0,242,1740,1982
2019-04-23,24,3755,4278,1806,11374,10964,1983,49,24435,0,0,0,0,269,1663,1932
2019-04-24,1,3540,4180,1718,10142,10050,1873,48,22178,0,0,0,0,411,1888,2299
2019-04-24,2,3362,4138,1665,9657,9546,1790,46,21101,0,0,0,0,418,1768,2186
2019-04-24,3,3253,4128,1631,9358,9275,1736,45,20479,0,0,0,0,373,1619,1992
2019-04-24,4,3183,4195,1637,9234,9146,1717,46,20209,0,0,0,0,306,1427,1733
2019-04-24,5,3195,4392,1712,9383,9264,1754,48,20514,0,0,0,0,256,1208,1464
2019-04-24,6,3294,4723,1932,9878,9866,1893,52,21744,0,0,0,0,222,1021,1243
2019-04-24,7,3415,4976,2244,10618,10514,2064,56,23317,117,643,89,849,192,832,1024
2019-04-24,8,3548,5063,2409,11162,10912,2142,58,24332,620,2942,557,4119,162,615,777
2019-04-24,9,3723,5081,2386,11193,11210,2118,59,24645,1167,5494,1214,7875,128,427,555
2019-04-24,10,3881,5084,2358,11072,11314,2062,59,24570,1372,6792,1584,9748,99,305,404
2019-04-24,11,4060,5077,2337,11069,11538,2011,62,24744,1414,7289,1753,10456,76,255,331
2019-04-24,12,4239,5043,2309,11238,11830,1975,64,25173,1426,7478,1819,10723,51,262,313
2019-04-24,13,4400,5070,2296,11445,12100,1973,67,25651,1422,7494,1820,10736,31,326,357
2019-04-24,14,4566,5092,2280,11880,12541,2016,71,26574,1419,7471,1817,10707,22,467,489
2019-04-24,15,4745,5143,2270,12388,12977,2084,73,27588,1414,7324,1810,10548,21,744,765
2019-04-24,16,4915,5185,2262,12990,13289,2160,75,28579,1389,6952,1743,10084,30,1172,1202
2019-04-24,17,4996,5187,2271,13654,13537,2276,77,29609,1327,6229,1584,9140,53,1609,1662
2019-04-24,18,5037,5099,2273,14194,13589,2396,75,30319,1097,4530,1192,6819,96,1881,1977
2019-04-24,19,4985,5072,2280,14642,13451,2466,74,30697,574,1815,535,2924,161,1932,2093
2019-04-24,20,5002,5158,2271,14672,13530,2586,71,30925,110,201,78,389,241,1858,2099
2019-04-24,21,4919,5078,2296,14633,13526,2590,68,30881,0,1,0,1,320,1822,2142
2019-04-24,22,4657,4779,2192,13781,12826,2429,62,29161,0,0,0,0,384,1868,2252
2019-04-24,23,4287,4483,1996,12502,11769,2197,56,26586,0,0,0,0,431,1955,2386
2019-04-24,24,3957,4276,1827,11417,10761,1993,51,24287,0,0,0,0,461,2019,2480
2019-04-25,1,3690,4189,1723,10395,9894,1894,49,22295,0,0,0,0,575,2202,2777
2019-04-25,2,3501,4142,1676,9821,9385,1811,47,21130,0,0,0,0,598,2164,2762
2019-04-25,3,3371,4131,1649,9495,9149,1754,46,20510,0,0,0,0,625,2096,2721
2019-04-25,4,3305,4196,1661,9350,9034,1731,46,20228,0,0,0,0,642,2027,2669
2019-04-25,5,3303,4389,1743,9461,9235,1767,48,20576,0,0,0,0,633,1936,2569
2019-04-25,6,3401,4719,1976,10030,9749,1901,52,21796,0,0,0,0,583,1816,2399
2019-04-25,7,3538,4957,2291,10843,10373,2070,56,23407,117,654,93,864,498,1667,2165
2019-04-25,8,3699,5067,2451,11339,10750,2151,58,24363,614,2946,561,4121,382,1415,1797
2019-04-25,9,3903,5099,2410,11258,10989,2142,61,24505,1148,5424,1175,7747,266,1110,1376
2019-04-25,10,4096,5118,2367,11035,11121,2089,64,24366,1348,6664,1541,9553,190,834,1024
2019-04-25,11,4320,5116,2335,10993,11350,2037,67,24505,1390,7145,1716,10251,151,627,778
2019-04-25,12,4558,5080,2295,11068,11573,1999,70,24768,1401,7324,1794,10519,142,535,677
2019-04-25,13,4756,5094,2281,11261,11765,1992,74,25149,1393,7325,1800,10518,170,553,723
2019-04-25,14,4979,5121,2268,11688,12108,2030,78,25960,1375,7254,1784,10413,233,690,923
2019-04-25,15,5172,5167,2255,12159,12445,2092,80,26831,1333,7067,1735,10135,328,970,1298
2019-04-25,16,5340,5200,2247,12648,12839,2167,81,27796,1277,6622,1637,9536,444,1327,1771
2019-04-25,17,5398,5200,2235,13057,13257,2277,83,28741,1189,5774,1472,8435,555,1645,2200
2019-04-25,18,5412,5129,2240,13586,13419,2398,81,29550,943,4102,1096,6141,652,1824,2476
2019-04-25,19,5330,5105,2248,13875,13309,2467,78,29796,486,1679,498,2663,741,1844,2585
2019-04-25,20,5289,5192,2242,13985,13380,2574,76,30081,100,187,77,364,836,1784,2620
2019-04-25,21,5179,5117,2271,13959,13401,2581,72,30079,0,1,0,1,912,1771,2683
2019-04-25,22,4879,4812,2162,13156,12626,2428,66,28342,0,0,0,0,935,1880,2815
2019-04-25,23,4511,4521,1974,12034,11564,2198,59,25919,0,0,0,0,919,2023,2942
2019-04-25,24,4164,4310,1802,11080,10529,2001,54,23728,0,0,0,0,885,2103,2988
2019-04-26,1,3847,4198,1717,10521,10190,1894,53,22721,0,0,0,0,812,2054,2866
2019-04-26,2,3643,4138,1664,10012,9728,1804,51,21656,0,0,0,0,743,2004,2747
2019-04-26,3,3510,4118,1635,9697,9482,1746,49,21030,0,0,0,0,694,1941,2635
2019-04-26,4,3423,4167,1638,9558,9370,1725,49,20768,0,0,0,0,655,1894,2549
2019-04-26,5,3428,4341,1709,9689,9560,1759,50,21124,0,0,0,0,606,1858,2464
2019-04-26,6,3531,4626,1896,10215,10153,1894,53,22380,0,0,0,0,526,1828,2354
2019-04-26,7,3613,4870,2175,11227,10677,2062,56,24086,132,664,96,892,423,1773,2196
2019-04-26,8,3781,4995,2329,11564,10844,2200,59,24733,646,2946,569,4161,306,1633,1939
2019-04-26,9,3998,5058,2325,11538,10926,2176,62,24767,1169,5386,1201,7756,206,1487,1693
2019-04-26,10,4211,5080,2309,11296,10960,2040,64,24426,1364,6621,1574,9559,141,1429,1570
2019-04-26,11,4429,5077,2288,11232,11125,1895,68,24384,1410,7113,1744,10267,98,1473,1571
2019-04-26,12,4645,5052,2250,11080,11306,1827,71,24350,1429,7303,1816,10548,72,1624,1696
2019-04-26,13,4852,5088,2223,11187,11523,1813,74,24658,1427,7326,1816,10569,58,1862,1920
2019-04-26,14,5056,5128,2200,11523,11891,1838,77,25384,1418,7292,1806,10516,54,2109,2163
2019-04-26,15,5251,5150,2166,12033,12219,1888,79,26273,1395,7105,1774,10274,62,2340,2402
2019-04-26,16,5423,5119,2144,12521,12488,1980,80,27126,1332,6670,1648,9650,92,2556,2648
2019-04-26,17,5437,5031,2136,13108,12699,2122,81,28067,1258,5871,1450,8579,153,2713,2866
2019-04-26,18,5411,4911,2122,13556,12794,2289,80,28775,1053,4211,1108,6372,226,2753,2979
2019-04-26,19,5327,4838,2112,13861,12713,2389,78,29104,581,1714,528,2823,297,2675,2972
2019-04-26,20,5263,4932,2080,13956,12841,2459,75,29397,126,197,86,409,380,2554,2934
2019-04-26,21,5146,4911,2138,13989,12945,2480,72,29550,0,1,0,1,452,2555,3007
2019-04-26,22,4880,4736,2072,13324,12428,2367,66,28247,0,0,0,0,486,2699,3185
2019-04-26,23,4555,4491,1938,12279,11620,2196,60,26218,0,0,0,0,487,2819,3306
2019-04-26,24,4231,4282,1804,11297,10759,2021,55,24195,0,0,0,0,474,2863,3337
2019-04-27,1,3981,4182,1749,10294,9962,1889,51,22261,0,0,0,0,601,2752,3353
2019-04-27,2,3773,4123,1699,9767,9468,1792,48,21142,0,0,0,0,579,2802,3381
2019-04-27,3,3619,4102,1669,9434,9207,1731,47,20486,0,0,0,0,557,2836,3393
2019-04-27,4,3511,4118,1672,9240,9004,1700,46,20058,0,0,0,0,545,2849,3394
2019-04-27,5,3461,4196,1710,9213,9022,1706,47,20055,0,0,0,0,529,2833,3362
2019-04-27,6,3458,4300,1805,9418,9292,1752,48,20576,0,0,0,0,494,2777,3271
2019-04-27,7,3408,4384,1943,9756,9353,1811,50,21036,141,708,97,946,448,2668,3116
2019-04-27,8,3526,4545,2065,9828,9379,1853,52,21177,655,2995,543,4193,379,2473,2852
2019-04-27,9,3755,4638,2163,9928,9574,1844,56,21466,1148,5320,1114,7582,309,2266,2575
2019-04-27,10,3996,4673,2188,9744,9715,1771,60,21350,1327,6502,1481,9310,255,2148,2403
2019-04-27,11,4217,4666,2163,9702,9863,1647,63,21336,1366,7025,1662,10053,218,2132,2350
2019-04-27,12,4444,4626,2115,9619,9932,1544,67,21220,1362,7199,1711,10272,213,2232,2445
2019-04-27,13,4646,4587,2076,9689,9997,1470,70,21281,1337,7166,1699,10202,255,2434,2689
2019-04-27,14,4833,4554,2032,9867,10085,1441,73,21521,1286,7053,1690,10029,345,2675,3020
2019-04-27,15,5009,4567,1994,10172,10214,1483,75,22006,1200,6803,1633,9636,452,2884,3336
2019-04-27,16,5160,4639,1973,10592,10484,1588,77,22808,1146,6365,1546,9057,540,3030,3570
2019-04-27,17,5219,4715,1976,11103,10713,1754,79,23718,1120,5691,1464,8275,597,3107,3704
2019-04-27,18,5237,4689,1991,11694,11016,1949,77,24805,978,4197,1171,6346,631,3100,3731
2019-04-27,19,5156,4707,2004,12178,11233,2158,75,25712,557,1762,564,2883,667,3022,3689
2019-04-27,20,5071,4836,2018,12377,11674,2342,71,26532,119,201,91,411,739,2899,3638
2019-04-27,21,4950,4830,2119,12629,11885,2348,69,26997,0,1,0,1,812,2816,3628
2019-04-27,22,4685,4664,2090,12142,11483,2264,64,26018,0,0,0,0,838,2810,3648
2019-04-27,23,4439,4428,1967,11340,10859,2123,58,24446,0,0,0,0,831,2805,3636
2019-04-27,24,4144,4222,1840,10623,10099,1969,53,22810,0,0,0,0,805,2799,3604
2019-04-28,1,3949,4117,1755,10095,9321,1850,50,21382,0,0,0,0,575,2672,3247
2019-04-28,2,3760,4052,1712,9593,8899,1753,47,20358,0,0,0,0,566,2651,3217
2019-04-28,3,3616,4026,1702,9301,8662,1693,46,19768,0,0,0,0,573,2618,3191
2019-04-28,4,3506,4039,1719,9130,8508,1669,45,19418,0,0,0,0,567,2564,3131
2019-04-28,5,3444,4089,1770,9098,8461,1669,45,19341,0,0,0,0,532,2480,3012
2019-04-28,6,3444,4134,1859,9218,8575,1705,46,19611,0,0,0,0,467,2350,2817
2019-04-28,7,3355,4207,1956,9330,8448,1706,47,19596,137,662,106,905,392,2134,2526
2019-04-28,8,3465,4372,2091,9309,8441,1711,50,19576,646,2867,587,4100,316,1820,2136
2019-04-28,9,3666,4443,2191,9252,8494,1697,54,19563,1160,5225,1213,7598,251,1505,1756
2019-04-28,10,3869,4495,2206,9062,8439,1575,57,19199,1354,6478,1580,9412,199,1282,1481
2019-04-28,11,4054,4500,2165,8906,8414,1486,60,18932,1398,6983,1740,10121,159,1183,1342
2019-04-28,12,4220,4537,2098,8801,8446,1421,63,18796,1414,7116,1799,10329,125,1217,1342
2019-04-28,13,4374,4520,2049,8791,8595,1385,65,18903,1412,7085,1798,10295,97,1346,1443
2019-04-28,14,4527,4531,2007,8880,8764,1437,67,19216,1403,6953,1777,10133,83,1512,1595
2019-04-28,15,4661,4545,1970,9112,9010,1475,67,19733,1376,6590,1681,9647,94,1625,1719
2019-04-28,16,4788,4608,1954,9531,9330,1601,70,20600,1332,5985,1537,8854,143,1657,1800
2019-04-28,17,4773,4640,1970,10079,9714,1800,69,21729,1252,5059,1345,7656,243,1677,1920
2019-04-28,18,4784,4650,2030,10863,10194,2048,69,23240,1013,3476,970,5459,371,1610,1981
2019-04-28,19,4707,4694,2073,11586,10582,2200,67,24501,536,1407,437,2380,484,1420,1904
2019-04-28,20,4688,4875,2108,12042,11068,2349,64,25589,112,172,71,355,610,1308,1918
2019-04-28,21,4668,4897,2204,12436,11434,2411,62,26408,0,0,0,0,727,1297,2024
2019-04-28,22,4459,4702,2151,12043,11020,2291,58,25477,0,0,0,0,804,1306,2110
2019-04-28,23,4217,4460,1987,11180,10366,2104,52,23768,0,0,0,0,861,1342,2203
2019-04-28,24,3931,4304,1838,10367,9690,1927,47,22096,0,0,0,0,897,1411,2308
2019-04-29,1,3663,4235,1724,9335,9376,1826,48,20652,0,0,0,0,945,1368,2313
2019-04-29,2,3491,4204,1697,8979,9105,1751,46,19948,0,0,0,0,965,1421,2386
2019-04-29,3,3392,4217,1698,8773,8926,1704,45,19515,0,0,0,0,968,1427,2395
2019-04-29,4,3322,4305,1736,8782,8914,1687,45,19493,0,0,0,0,956,1388,2344
2019-04-29,5,3342,4525,1844,9045,9188,1724,46,20069,0,0,0,0,929,1381,2310
2019-04-29,6,3470,4866,2093,9624,9893,1865,50,21497,0,0,0,0,897,1430,2327
2019-04-29,7,3579,5133,2427,10508,10534,2056,53,23216,109,408,47,564,850,1472,2322
2019-04-29,8,3666,5234,2598,11046,11034,2170,56,24372,553,1881,299,2733,779,1476,2255
2019-04-29,9,3775,5244,2549,10970,11236,2167,59,24497,1059,3714,714,5487,709,1484,2193
2019-04-29,10,3856,5243,2484,10624,11327,2135,62,24214,1297,4942,1048,7287,651,1524,2175
2019-04-29,11,3910,5213,2428,10327,11339,2075,63,23871,1368,5472,1263,8103,595,1603,2198
2019-04-29,12,3927,5158,2360,10063,11337,1994,63,23524,1399,5610,1392,8401,565,1779,2344
2019-04-29,13,3958,5144,2326,9927,11184,1942,63,23183,1404,5594,1447,8445,562,2066,2628
2019-04-29,14,3985,5109,2297,10003,11232,1930,62,23295,1394,5452,1466,8312,589,2343,2932
2019-04-29,15,3992,5082,2253,10118,11258,1968,61,23473,1370,5186,1504,8060,661,2558,3219
2019-04-29,16,3973,5073,2217,10560,11427,2007,61,24124,1337,4815,1485,7637,752,2693,3445
2019-04-29,17,3920,5054,2206,11070,11489,2093,58,24777,1287,4223,1359,6869,836,2731,3567
2019-04-29,18,3904,5073,2240,11613,11578,2212,58,25529,1086,3039,1078,5203,901,2706,3607
2019-04-29,19,3925,5092,2269,12144,11780,2336,58,26385,598,1222,515,2335,952,2636,3588
2019-04-29,20,4007,5231,2289,12496,12235,2492,60,27349,127,138,86,351,999,2544,3543
2019-04-29,21,4053,5204,2360,12882,12533,2522,62,28064,0,0,0,0,1036,2486,3522
2019-04-29,22,3896,4936,2294,12356,12013,2379,59,26872,0,0,0,0,1050,2462,3512
2019-04-29,23,3629,4647,2116,11413,11149,2161,54,24843,0,0,0,0,1035,2442,3477
2019-04-29,24,3390,4454,1945,10601,10326,1966,50,23019,0,0,0,0,970,2424,3394
2019-04-30,1,3345,4295,1839,9797,9617,1855,47,21383,0,0,0,0,922,2257,3179
2019-04-30,2,3231,4253,1795,9418,9257,1775,46,20562,0,0,0,0,817,2185,3002
2019-04-30,3,3147,4247,1779,9185,9027,1726,45,20049,0,0,0,0,734,2114,2848
2019-04-30,4,3116,4324,1800,9143,8969,1711,46,19934,0,0,0,0,700,2056,2756
2019-04-30,5,3151,4527,1893,9360,9177,1755,48,20405,0,0,0,0,709,1983,2692
2019-04-30,6,3236,4856,2137,9928,9829,1895,52,21769,0,0,0,0,711,1865,2576
2019-04-30,7,3355,5105,2454,10802,10478,2070,57,23472,144,634,94,872,701,1714,2415
2019-04-30,8,3449,5191,2618,11249,10894,2175,58,24441,649,2713,521,3883,689,1565,2254
2019-04-30,9,3532,5185,2562,11075,10915,2159,59,24274,1137,5016,1092,7245,703,1507,2210
2019-04-30,10,3608,5178,2492,10722,10842,2107,59,23797,1315,6340,1473,9128,702,1585,2287
2019-04-30,11,3695,5161,2424,10449,10855,2035,58,23463,1356,6926,1667,9949,647,1767,2414
2019-04-30,12,3762,5118,2363,10179,10805,1969,58,23079,1372,7168,1750,10290,551,1998,2549
2019-04-30,13,3824,5119,2341,10030,10694,1902,58,22753,1377,7203,1766,10346,437,2236,2673
2019-04-30,14,3894,5099,2313,10079,10738,1913,59,22856,1378,7192,1771,10341,344,2452,2796
2019-04-30,15,3975,5086,2270,10176,10771,1952,59,23026,1364,7040,1772,10176,276,2640,2916
2019-04-30,16,4069,5098,2235,10362,10819,1955,60,23262,1342,6652,1716,9710,228,2772,3000
2019-04-30,17,4155,5095,2227,10675,10972,2017,60,23791,1305,5947,1571,8823,207,2811,3018
2019-04-30,18,4173,5087,2255,11272,11164,2124,60,24685,1115,4328,1210,6653,213,2763,2976
2019-04-30,19,4186,5104,2282,11830,11568,2264,60,25787,621,1786,578,2985,258,2630,2888
2019-04-30,20,4266,5230,2299,12265,12051,2423,61,26865,133,234,98,465,340,2440,2780
2019-04-30,21,4293,5206,2359,12641,12439,2496,61,27703,0,1,0,1,402,2248,2650
2019-04-30,22,4112,4940,2296,12153,11952,2370,57,26598,0,0,0,0,411,2081,2492
2019-04-30,23,3797,4652,2120,11231,11106,2157,53,24611,0,0,0,0,392,2012,2404
2019-04-30,24,3551,4458,1957,10445,10301,1961,49,22822,0,0,0,0,383,2049,2432
2019-05-01,1,3311,4353,1875,9838,9612,1853,44,21412,0,0,0,0,377,2175,2552
2019-05-01,2,3202,4304,1826,9475,9258,1773,43,20614,0,0,0,0,370,2184,2554
2019-05-01,3,3140,4317,1805,9267,9025,1726,43,20126,0,0,0,0,336,2154,2490
2019-05-01,4,3118,4398,1826,9215,8955,1710,43,19989,0,0,0,0,289,2041,2330
2019-05-01,5,3159,4599,1910,9496,9173,1754,46,20534,0,0,0,0,255,1864,2119
2019-05-01,6,3275,4922,2146,10090,9801,1897,50,21903,0,0,0,0,237,1606,1843
2019-05-01,7,3366,5191,2428,10875,10448,2071,55,23514,154,750,101,1005,216,1256,1472
2019-05-01,8,3453,5245,2599,11320,10895,2149,56,24486,676,3071,567,4314,176,875,1051
2019-05-01,9,3499,5223,2549,11060,10969,2103,57,24255,1162,5428,1178,7768,121,552,673
2019-05-01,10,3538,5191,2484,10660,10956,2014,57,23753,1334,6635,1541,9510,80,356,436
2019-05-01,11,3569,5152,2428,10274,10933,1921,56,23251,1376,7139,1698,10213,59,266,325
2019-05-01,12,3603,5088,2390,9990,10898,1838,56,22851,1393,7333,1776,10502,44,225,269
2019-05-01,13,3658,5063,2373,9777,10882,1797,57,22582,1391,7321,1791,10503,37,207,244
2019-05-01,14,3738,5032,2348,9811,10985,1814,57,22738,1384,7282,1780,10446,40,230,270
2019-05-01,15,3818,5012,2333,10005,11181,1856,58,23171,1365,7107,1749,10221,52,335,387
2019-05-01,16,3917,5025,2321,10221,11206,1947,58,23505,1320,6634,1647,9601,89,550,639
2019-05-01,17,3988,5039,2324,10700,11379,2078,59,24284,1248,5851,1464,8563,166,856,1022
2019-05-01,18,4052,5030,2340,11313,11515,2198,59,25152,1053,4275,1106,6434,279,1203,1482
2019-05-01,19,4054,5041,2344,11890,11584,2278,58,25876,592,1807,531,2930,395,1504,1899
2019-05-01,20,4077,5173,2337,12264,11983,2410,58,26782,130,249,95,474,492,1697,2189
2019-05-01,21,4171,5181,2384,12514,12390,2495,59,27524,0,1,0,1,564,1784,2348
2019-05-01,22,3984,4915,2343,12059,11885,2351,55,26415,0,0,0,0,594,1796,2390
2019-05-01,23,3705,4623,2157,11122,11033,2140,50,24411,0,0,0,0,591,1768,2359
2019-05-01,24,3473,4431,1990,10323,10225,1952,46,22612,0,0,0,0,572,1753,2325
2019-05-02,1,3253,4336,1880,9792,9748,1848,44,21496,0,0,0,0,575,1871,2446
2019-05-02,2,3143,4291,1834,9424,9471,1777,42,20779,0,0,0,0,531,1835,2366
2019-05-02,3,3083,4303,1811,9227,9228,1726,42,20288,0,0,0,0,480,1796,2276
2019-05-02,4,3063,4376,1827,9150,9157,1708,43,20124,0,0,0,0,433,1754,2187
2019-05-02,5,3115,4575,1907,9337,9378,1752,45,20577,0,0,0,0,403,1666,2069
2019-05-02,6,3242,4896,2131,9888,9980,1892,49,21874,0,0,0,0,377,1520,1897
2019-05-02,7,3320,5147,2420,10704,10624,2064,53,23511,164,704,129,997,343,1294,1637
2019-05-02,8,3419,5209,2579,11330,10925,2146,56,24523,700,2813,634,4147,278,996,1274
2019-05-02,9,3483,5190,2532,11065,10910,2102,56,24200,1179,4890,1242,7311,198,665,863
2019-05-02,10,3544,5160,2476,10697,10827,2015,56,23661,1345,6001,1581,8927,132,376,508
2019-05-02,11,3617,5118,2423,10383,10768,1920,56,23194,1388,6470,1730,9588,87,234,321
2019-05-02,12,3679,5054,2388,10166,10747,1831,58,22868,1406,6634,1802,9842,67,205,272
2019-05-02,13,3759,5033,2375,9984,10800,1792,60,22703,1409,6672,1811,9892,65,235,300
2019-05-02,14,3868,5021,2351,10048,10954,1811,62,22941,1409,6601,1809,9819,73,348,421
2019-05-02,15,3984,5012,2335,10228,11130,1868,63,23356,1401,6396,1795,9592,89,584,673
2019-05-02,16,4092,5033,2322,10629,11311,1945,64,24017,1376,5992,1714,9082,118,1002,1120
2019-05-02,17,4195,5038,2338,11141,11512,2064,66,24849,1322,5261,1552,8135,168,1506,1674
2019-05-02,18,4270,5020,2353,11725,11639,2176,65,25671,1136,3825,1196,6157,234,1879,2113
2019-05-02,19,4199,5006,2351,12264,11808,2255,63,26456,650,1650,582,2882,318,2047,2365
2019-05-02,20,4217,5122,2322,12680,12234,2374,62,27416,143,242,105,490,424,2087,2511
2019-05-02,21,4261,5124,2363,12955,12500,2457,61,28040,0,0,0,0,503,2045,2548
2019-05-02,22,4064,4869,2313,12433,11970,2317,56,26842,0,0,0,0,516,1953,2469
2019-05-02,23,3752,4576,2130,11450,11155,2115,51,24837,0,0,0,0,504,1873,2377
2019-05-02,24,3493,4375,1964,10537,10483,1938,46,23069,0,0,0,0,502,1826,2328
2019-05-03,1,3334,4237,1846,10083,9743,1869,44,21815,0,0,0,0,517,1703,2220
2019-05-03,2,3211,4186,1794,9667,9399,1791,43,20976,0,0,0,0,503,1653,2156
2019-05-03,3,3132,4189,1768,9416,9138,1745,43,20418,0,0,0,0,488,1606,2094
2019-05-03,4,3099,4259,1781,9314,9028,1711,43,20173,0,0,0,0,468,1553,2021
2019-05-03,5,3130,4439,1859,9512,9225,1747,45,20607,0,0,0,0,441,1493,1934
2019-05-03,6,3213,4714,2063,10020,9733,1870,49,21749,0,0,0,0,401,1414,1815
2019-05-03,7,3289,4975,2326,10785,10331,2036,52,23289,154,818,116,1088,345,1284,1629
2019-05-03,8,3443,5067,2481,11299,10740,2101,54,24280,652,3211,587,4450,272,1042,1314
2019-05-03,9,3592,5076,2451,11063,10863,2035,55,24089,1100,5462,1144,7706,187,727,914
2019-05-03,10,3722,5069,2408,10701,10833,1923,54,23586,1269,6546,1485,9300,116,424,540
2019-05-03,11,3831,5045,2374,10441,10875,1791,55,23239,1324,7021,1672,10017,72,214,286
2019-05-03,12,3943,4992,2345,10286,10944,1687,58,23054,1364,7187,1750,10301,52,140,192
2019-05-03,13,4084,4976,2322,10183,11068,1675,61,23074,1359,7173,1759,10291,50,149,199
2019-05-03,14,4226,4955,2309,10326,11301,1685,64,23458,1354,7131,1764,10249,65,222,287
2019-05-03,15,4350,4930,2304,10577,11556,1734,66,24020,1348,6983,1754,10085,97,429,526
2019-05-03,16,4479,4942,2300,11009,11786,1803,68,24745,1330,6625,1688,9643,147,844,991
2019-05-03,17,4607,4941,2313,11571,12057,1925,71,25699,1304,5983,1556,8843,212,1347,1559
2019-05-03,18,4603,4867,2315,12030,12122,2098,70,26394,1147,4488,1229,6864,289,1711,2000
2019-05-03,19,4514,4822,2290,12435,12143,2243,68,26958,672,1970,607,3249,370,1865,2235
