date,he,nevp,pace,pacw,pge,sce,sdge,vea,iso,npsolar,spsolar,zpsolar,solar,npwind,spwind,wind
2018-01-01,1,3399,4673,2189,9598,9862,1921,63,21444,0,0,0,0,63,80,143
2018-01-01,2,3314,4610,2157,9178,9530,1833,63,20604,0,0,0,0,56,81,137
2018-01-01,3,3264,4586,2147,8932,9200,1770,65,19967,0,0,0,0,53,85,138
2018-01-01,4,3258,4603,2181,8829,9015,1725,67,19636,0,0,0,0,56,81,137
2018-01-01,5,3277,4702,2256,8877,8987,1732,70,19666,0,0,0,0,49,55,104
2018-01-01,6,3318,4856,2396,9097,9038,1775,75,19985,0,0,0,0,44,43,87
2018-01-01,7,3351,5037,2588,9390,9128,1851,82,20451,0,15,0,15,42,42,84
2018-01-01,8,3286,5098,2742,9585,9000,1851,85,20521,50,886,113,1049,32,41,73
2018-01-01,9,3252,5145,2814,9637,9033,1840,76,20586,317,2923,513,3753,31,48,79
2018-01-01,10,3239,5125,2816,9675,8966,1788,68,20497,507,4080,844,5431,33,51,84
2018-01-01,11,3205,5067,2798,9648,8927,1756,61,20392,534,4427,967,5928,32,54,86
2018-01-01,12,3196,5005,2736,9563,8856,1736,57,20212,529,4509,1016,6054,35,60,95
2018-01-01,13,3184,4948,2654,9462,8880,1761,52,20155,517,4498,1012,6027,38,54,92
2018-01-01,14,3177,4910,2571,9413,8988,1795,49,20245,509,4268,953,5730,38,44,82
2018-01-01,15,3173,4910,2493,9494,9206,1874,47,20621,433,3619,793,4845,38,37,75
2018-01-01,16,3209,5026,2494,9716,9401,1985,48,21150,242,1878,438,2558,36,37,73
2018-01-01,17,3469,5398,2651,10181,9969,2198,54,22402,32,234,62,328,33,32,65
2018-01-01,18,3810,5510,2865,11649,11404,2596,63,25712,0,0,0,0,34,28,62
2018-01-01,19,3849,5483,2897,11997,11710,2621,63,26391,0,0,0,0,40,31,71
2018-01-01,20,3816,5436,2841,11823,11585,2579,63,26050,0,0,0,0,42,31,73
2018-01-01,21,3766,5283,2761,11551,11307,2483,64,25405,0,0,0,0,39,26,65
2018-01-01,22,3679,5047,2618,11089,10958,2304,63,24414,0,0,0,0,41,28,69
2018-01-01,23,3601,4813,2455,10399,10349,2125,61,22934,0,0,0,0,39,28,67
2018-01-01,24,3448,4649,2300,9691,9706,1961,60,21418,0,0,0,0,37,26,63
2018-01-02,1,3215,4636,2266,9326,9755,1913,63,21057,0,0,0,0,31,33,64
2018-01-02,2,3153,4624,2237,9037,9454,1841,65,20397,0,0,0,0,32,33,65
2018-01-02,3,3144,4656,2236,8891,9267,1806,67,20030,0,0,0,0,32,36,68
2018-01-02,4,3172,4752,2277,8916,9218,1798,69,20001,0,0,0,0,34,44,78
2018-01-02,5,3262,4990,2403,9214,9515,1855,74,20658,0,0,0,0,35,48,83
2018-01-02,6,3449,5400,2684,9947,10265,2023,82,22317,0,0,0,0,36,59,95
2018-01-02,7,3693,5751,3072,11406,11375,2280,90,25151,0,11,0,11,39,71,110
2018-01-02,8,3695,5717,3290,12118,11927,2372,93,26510,36,681,75,792,41,79,120
2018-01-02,9,3621,5582,3221,11808,11776,2330,84,25998,218,2401,403,3022,44,87,131
2018-01-02,10,3550,5459,3131,11393,11606,2249,76,25324,361,3523,697,4581,42,101,143
2018-01-02,11,3495,5320,3038,11076,11515,2189,68,24848,386,3895,807,5088,35,127,162
2018-01-02,12,3455,5195,2929,10820,11478,2153,64,24514,390,3913,837,5140,35,132,167
2018-01-02,13,3430,5120,2848,10746,11556,2170,60,24533,369,3890,816,5075,32,131,163
2018-01-02,14,3422,5061,2784,10783,11745,2208,58,24794,354,3720,779,4853,31,121,152
2018-01-02,15,3431,5043,2719,10846,11892,2281,56,25076,297,3192,658,4147,33,109,142
2018-01-02,16,3465,5136,2715,11130,11942,2372,57,25501,184,1664,362,2210,37,99,136
2018-01-02,17,3625,5447,2808,11507,12230,2550,61,26347,27,206,51,284,32,95,127
2018-01-02,18,3938,5632,3012,12322,13282,2872,69,28544,0,0,0,0,28,91,119
2018-01-02,19,4003,5613,3042,12837,13478,2887,69,29271,0,0,0,0,28,95,123
2018-01-02,20,3959,5570,2986,12653,13202,2824,68,28746,0,0,0,0,31,94,125
2018-01-02,21,3871,5364,2896,12267,12751,2722,68,27808,0,0,0,0,36,95,131
2018-01-02,22,3721,5053,2726,11677,12060,2543,67,26347,0,0,0,0,40,101,141
2018-01-02,23,3547,4785,2520,10784,11171,2299,64,24318,0,0,0,0,40,98,138
2018-01-02,24,3371,4657,2362,9993,10366,2080,62,22501,0,0,0,0,42,92,134
2018-01-03,1,3323,4723,2316,9578,9674,1912,62,21225,0,0,0,0,39,139,178
2018-01-03,2,3258,4713,2282,9242,9321,1831,63,20456,0,0,0,0,38,137,175
2018-01-03,3,3234,4740,2278,9068,9122,1793,65,20048,0,0,0,0,41,129,170
2018-01-03,4,3251,4831,2319,9075,9071,1795,67,20009,0,0,0,0,36,121,157
2018-01-03,5,3332,5062,2447,9332,9333,1856,73,20593,0,0,0,0,35,125,160
2018-01-03,6,3516,5457,2717,10035,10047,2031,81,22194,0,0,0,0,40,129,169
2018-01-03,7,3756,5810,3102,11240,11147,2289,89,24765,0,12,0,12,46,127,173
2018-01-03,8,3757,5785,3315,11937,11611,2352,92,25992,36,633,72,741,44,120,164
2018-01-03,9,3696,5660,3251,11656,11520,2297,83,25556,215,2136,373,2724,39,118,157
2018-01-03,10,3634,5539,3164,11393,11430,2218,75,25117,344,3040,629,4013,42,129,171
2018-01-03,11,3593,5397,3078,11076,11400,2162,68,24707,354,3321,731,4406,34,124,158
2018-01-03,12,3547,5274,2962,10820,11392,2130,64,24406,351,3291,759,4401,38,111,149
2018-01-03,13,3515,5204,2882,10746,11393,2161,61,24361,311,3168,733,4212,48,98,146
2018-01-03,14,3500,5155,2814,10783,11535,2240,59,24617,314,3021,717,4052,37,80,117
2018-01-03,15,3514,5143,2767,10846,11698,2299,57,24900,260,2680,622,3562,39,72,111
2018-01-03,16,3567,5234,2773,11130,11716,2400,58,25303,163,1398,349,1910,43,72,115
2018-01-03,17,3746,5537,2852,11602,12012,2563,61,26238,25,199,54,278,44,57,101
2018-01-03,18,4061,5714,3057,12429,12992,2801,69,28291,0,0,0,0,58,52,110
2018-01-03,19,4129,5678,3071,13072,13090,2839,69,29069,0,0,0,0,93,52,145
2018-01-03,20,4087,5628,3011,12895,12832,2781,68,28576,0,0,0,0,70,50,120
2018-01-03,21,3998,5436,2923,12521,12422,2672,68,27683,0,0,0,0,87,47,134
2018-01-03,22,3837,5133,2755,11910,11751,2493,66,26219,0,0,0,0,146,52,198
2018-01-03,23,3648,4860,2552,11031,10986,2269,63,24350,0,0,0,0,97,51,148
2018-01-03,24,3470,4718,2380,10327,10209,2068,61,22666,0,0,0,0,84,63,147
2018-01-04,1,3427,4794,2340,9478,9563,1909,59,21009,0,0,0,0,77,106,183
2018-01-04,2,3355,4766,2295,9137,9212,1830,59,20238,0,0,0,0,69,117,186
2018-01-04,3,3322,4779,2288,8916,9017,1785,61,19779,0,0,0,0,65,133,198
2018-01-04,4,3332,4869,2323,8914,8970,1779,64,19727,0,0,0,0,73,161,234
2018-01-04,5,3407,5094,2445,9170,9183,1830,70,20253,0,0,0,0,73,162,235
2018-01-04,6,3578,5484,2701,9842,9856,1978,76,21752,0,0,0,0,74,153,227
2018-01-04,7,3819,5840,3069,11085,10972,2212,83,24352,0,16,0,16,80,137,217
2018-01-04,8,3819,5833,3279,11828,11587,2268,84,25767,43,846,73,962,80,113,193
2018-01-04,9,3768,5733,3234,11814,11557,2216,78,25665,287,2912,415,3614,76,95,171
2018-01-04,10,3710,5655,3169,11645,11518,2138,71,25373,476,4137,717,5330,73,87,160
2018-01-04,11,3664,5557,3100,11493,11477,2097,65,25132,535,4498,864,5897,71,101,172
2018-01-04,12,3618,5464,3003,11263,11458,2070,61,24852,544,4633,935,6112,76,139,215
2018-01-04,13,3580,5416,2934,11113,11514,2126,58,24811,556,4626,950,6132,82,195,277
2018-01-04,14,3564,5386,2871,11120,11584,2201,56,24961,560,4532,913,6005,76,200,276
2018-01-04,15,3573,5378,2817,11103,11699,2269,54,25125,496,4045,780,5321,74,224,298
2018-01-04,16,3624,5473,2836,11246,11798,2366,54,25465,296,2263,447,3006,75,251,326
2018-01-04,17,3799,5752,2931,11642,12149,2541,57,26389,39,379,81,499,76,242,318
2018-01-04,18,4109,5902,3094,12487,13052,2850,64,28454,1,0,0,1,80,228,308
2018-01-04,19,4171,5833,3088,13012,13125,2849,65,29051,0,0,0,0,94,226,320
2018-01-04,20,4127,5763,3013,12786,12852,2786,63,28487,0,0,0,0,93,188,281
2018-01-04,21,4040,5573,2925,12358,12420,2679,62,27518,0,0,0,0,96,177,273
2018-01-04,22,3889,5277,2763,11678,11769,2508,60,26015,0,0,0,0,100,180,280
2018-01-04,23,3708,5001,2563,10801,10956,2267,57,24081,0,0,0,0,98,192,290
2018-01-04,24,3526,4838,2385,10027,10199,2052,56,22334,0,0,0,0,129,214,343
2018-01-05,1,3401,4773,2248,9202,9612,1917,58,20789,0,0,0,0,152,631,783
2018-01-05,2,3323,4741,2193,8832,9312,1845,59,20048,0,0,0,0,158,641,799
2018-01-05,3,3292,4758,2179,8609,9135,1804,61,19609,0,0,0,0,148,671,819
2018-01-05,4,3294,4825,2204,8527,9091,1795,64,19477,0,0,0,0,146,689,835
2018-01-05,5,3363,5035,2305,8745,9344,1846,69,20004,0,0,0,0,150,642,792
2018-01-05,6,3526,5396,2536,9352,10010,1982,77,21421,0,0,0,0,150,569,719
2018-01-05,7,3752,5741,2872,10476,10844,2209,87,23616,0,16,0,16,148,458,606
2018-01-05,8,3757,5756,3082,11272,11404,2289,86,25051,38,823,83,944,144,316,460
2018-01-05,9,3730,5681,3070,11342,11346,2279,79,25046,248,2849,437,3534,142,222,364
2018-01-05,10,3683,5606,3026,11269,11291,2236,72,24868,415,4027,757,5199,141,162,303
2018-01-05,11,3638,5505,2967,11161,11227,2199,66,24653,456,4360,870,5686,130,157,287
2018-01-05,12,3593,5408,2886,11020,11189,2169,62,24440,433,4407,886,5726,120,160,280
2018-01-05,13,3561,5350,2821,10919,11219,2192,58,24388,442,4391,890,5723,114,185,299
2018-01-05,14,3546,5315,2770,10909,11317,2246,56,24528,452,4197,840,5489,106,182,288
2018-01-05,15,3552,5303,2716,10881,11398,2299,54,24632,378,3551,695,4624,101,178,279
2018-01-05,16,3597,5364,2709,11033,11519,2391,54,24997,216,1903,392,2511,111,178,289
2018-01-05,17,3749,5621,2802,11468,11873,2550,57,25948,29,274,74,377,106,193,299
2018-01-05,18,4046,5754,2931,12395,12561,2813,65,27834,1,0,1,2,105,201,306
2018-01-05,19,4099,5660,2917,12336,12682,2805,65,27888,0,0,0,0,110,206,316
2018-01-05,20,4050,5556,2828,12066,12383,2724,64,27237,0,0,0,0,123,187,310
2018-01-05,21,3966,5397,2733,11695,11920,2626,63,26304,0,0,0,0,157,173,330
2018-01-05,22,3852,5184,2608,11227,11467,2474,63,25231,0,0,0,0,206,157,363
2018-01-05,23,3722,4951,2452,10576,10819,2266,60,23721,0,0,0,0,225,164,389
2018-01-05,24,3551,4783,2299,9849,10104,2068,59,22080,0,0,0,0,239,178,417
2018-01-06,1,3376,4660,2159,9185,9653,1897,57,20792,0,0,0,0,311,475,786
2018-01-06,2,3291,4617,2104,8858,9251,1809,56,19974,0,0,0,0,278,511,789
2018-01-06,3,3249,4601,2084,8704,8983,1751,57,19495,0,0,0,0,231,568,799
2018-01-06,4,3234,4630,2100,8683,8841,1740,61,19325,0,0,0,0,203,630,833
2018-01-06,5,3254,4717,2158,8872,8903,1757,62,19594,0,0,0,0,181,689,870
2018-01-06,6,3318,4865,2274,9282,9180,1812,66,20340,0,0,0,0,157,719,876
2018-01-06,7,3408,5058,2441,9838,9552,1932,72,21394,0,11,0,11,144,738,882
2018-01-06,8,3389,5179,2631,10259,9638,1985,74,21956,20,558,35,613,125,728,853
2018-01-06,9,3420,5229,2760,10521,9778,2062,71,22432,156,2009,200,2365,91,703,794
2018-01-06,10,3452,5218,2797,10549,9822,2051,66,22488,280,2960,399,3639,77,736,813
2018-01-06,11,3437,5158,2767,10569,9859,2013,61,22502,342,3239,519,4100,45,976,1021
2018-01-06,12,3395,5083,2688,10618,9976,1924,57,22575,365,3147,553,4065,33,1199,1232
2018-01-06,13,3366,5009,2591,10725,10065,1929,54,22773,351,3070,527,3948,29,1457,1486
2018-01-06,14,3370,4976,2505,10804,10215,1975,52,23046,347,2972,471,3790,20,1603,1623
2018-01-06,15,3413,4982,2442,10901,10290,2010,50,23251,322,2588,412,3322,18,1695,1713
2018-01-06,16,3457,5077,2448,10921,10477,2045,51,23494,214,1340,246,1800,20,1753,1773
2018-01-06,17,3619,5390,2548,11200,10910,2186,55,24351,36,192,47,275,18,1786,1804
2018-01-06,18,3934,5539,2710,11842,11600,2516,62,26020,0,0,0,0,17,1730,1747
2018-01-06,19,3953,5489,2706,11923,11655,2574,63,26215,0,0,0,0,19,1640,1659
2018-01-06,20,3890,5414,2652,11722,11496,2501,62,25781,0,0,0,0,18,1604,1622
2018-01-06,21,3809,5291,2587,11445,11154,2422,60,25081,0,0,0,0,18,1561,1579
2018-01-06,22,3707,5093,2478,11051,10790,2298,58,24197,0,0,0,0,24,1512,1536
2018-01-06,23,3584,4865,2339,10470,10283,2127,55,22935,0,0,0,0,26,1457,1483
2018-01-06,24,3447,4695,2220,9816,9738,1951,54,21559,0,0,0,0,28,1379,1407
2018-01-07,1,3330,4571,2144,9290,9353,1834,51,20528,0,0,0,0,32,1619,1651
2018-01-07,2,3247,4516,2102,8874,8977,1755,52,19658,0,0,0,0,33,1227,1260
2018-01-07,3,3214,4504,2094,8670,8745,1711,53,19179,0,0,0,0,37,885,922
2018-01-07,4,3201,4522,2106,8604,8585,1681,55,18925,0,0,0,0,46,656,702
2018-01-07,5,3229,4595,2164,8676,8608,1687,59,19030,0,0,0,0,41,434,475
2018-01-07,6,3293,4699,2268,8902,8786,1732,64,19484,0,0,0,0,37,281,318
2018-01-07,7,3362,4877,2416,9336,9058,1848,71,20313,0,13,0,13,34,184,218
2018-01-07,8,3345,4981,2610,9655,9046,1871,76,20648,39,724,76,839,37,130,167
2018-01-07,9,3392,4965,2743,9833,9058,1860,72,20823,270,2688,400,3358,38,84,122
2018-01-07,10,3429,4948,2794,9805,9126,1817,66,20814,454,3877,703,5034,38,83,121
2018-01-07,11,3424,4877,2762,9680,9116,1776,62,20634,492,4216,832,5540,33,88,121
2018-01-07,12,3404,4869,2682,9534,9126,1747,59,20466,487,4279,888,5654,30,96,126
2018-01-07,13,3380,4800,2608,9468,9168,1753,56,20445,465,4263,913,5641,35,93,128
2018-01-07,14,3369,4805,2537,9506,9255,1805,54,20620,458,4160,857,5475,38,80,118
2018-01-07,15,3378,4839,2468,9685,9456,1884,52,21077,392,3564,734,4690,41,74,115
2018-01-07,16,3414,4998,2477,10014,9639,2016,52,21721,234,1960,433,2627,46,65,111
2018-01-07,17,3598,5316,2589,10500,10151,2230,57,22938,33,270,71,374,44,55,99
2018-01-07,18,3928,5480,2765,11669,11485,2526,64,25744,0,0,0,0,46,49,95
2018-01-07,19,3992,5447,2773,12106,11799,2584,64,26553,0,0,0,0,46,47,93
2018-01-07,20,3949,5386,2736,11985,11639,2496,62,26182,0,0,0,0,42,43,85
2018-01-07,21,3880,5244,2660,11635,11324,2375,61,25395,0,0,0,0,43,38,81
2018-01-07,22,3747,5011,2516,11146,10929,2239,59,24373,0,0,0,0,43,39,82
2018-01-07,23,3595,4770,2347,10373,10411,2052,58,22894,0,0,0,0,49,44,93
2018-01-07,24,3429,4636,2201,9696,9808,1893,56,21453,0,0,0,0,58,45,103
2018-01-08,1,3344,4564,2088,9039,9773,1868,56,20736,0,0,0,0,83,65,148
2018-01-08,2,3280,4542,2055,8715,9386,1801,56,19958,0,0,0,0,81,66,147
2018-01-08,3,3255,4565,2057,8534,9225,1761,58,19578,0,0,0,0,82,74,156
2018-01-08,4,3267,4668,2101,8551,9145,1768,60,19524,0,0,0,0,86,77,163
2018-01-08,5,3351,4910,2229,8815,9395,1819,64,20093,0,0,0,0,79,102,181
2018-01-08,6,3524,5303,2486,9520,10099,1997,71,21687,0,0,0,0,75,114,189
2018-01-08,7,3764,5689,2862,10779,11163,2227,79,24248,0,6,0,6,84,141,225
2018-01-08,8,3803,5712,3085,11842,11645,2334,83,25904,9,302,19,330,109,142,251
2018-01-08,9,3779,5658,3057,12041,11880,2313,77,26311,77,1126,120,1323,120,157,277
2018-01-08,10,3745,5609,3004,12124,12025,2301,72,26522,138,1813,287,2238,163,177,340
2018-01-08,11,3705,5530,2948,12080,12069,2283,68,26500,179,2102,356,2637,192,167,359
2018-01-08,12,3659,5455,2861,11955,11913,2262,64,26194,185,2065,373,2623,231,167,398
2018-01-08,13,3635,5413,2799,11828,11855,2279,61,26023,178,2087,371,2636,301,176,477
2018-01-08,14,3621,5374,2738,11741,11825,2312,58,25936,173,2059,333,2565,378,189,567
2018-01-08,15,3639,5355,2675,11588,11737,2367,57,25749,142,1840,280,2262,460,213,673
2018-01-08,16,3708,5451,2680,11502,11907,2476,57,25942,92,1033,151,1276,540,218,758
2018-01-08,17,3912,5740,2783,11853,12266,2634,61,26814,14,170,27,211,577,217,794
2018-01-08,18,4221,5880,2958,12894,12913,2925,70,28802,0,0,0,0,609,237,846
2018-01-08,19,4260,5806,2971,13305,13257,2938,71,29571,0,0,0,0,632,249,881
2018-01-08,20,4212,5704,2904,12987,12997,2843,68,28895,0,0,0,0,621,249,870
2018-01-08,21,4118,5501,2803,12504,12697,2706,66,27973,0,0,0,0,624,261,885
2018-01-08,22,3957,5183,2629,11749,11957,2519,64,26289,0,0,0,0,644,274,918
2018-01-08,23,3752,4878,2432,10772,11141,2273,60,24246,0,0,0,0,579,308,887
2018-01-08,24,3564,4695,2259,9995,10374,2061,58,22488,0,0,0,0,520,326,846
2018-01-09,1,3451,4559,2131,9275,9686,1906,56,20923,0,0,0,0,374,350,724
2018-01-09,2,3378,4515,2080,8882,9376,1826,57,20141,0,0,0,0,321,401,722
2018-01-09,3,3347,4514,2066,8663,9159,1780,58,19660,0,0,0,0,294,461,755
2018-01-09,4,3352,4593,2085,8618,9090,1769,60,19537,0,0,0,0,274,526,800
2018-01-09,5,3423,4809,2185,8819,9314,1823,63,20019,0,0,0,0,249,526,775
2018-01-09,6,3589,5195,2432,9464,9961,1961,70,21456,0,0,0,0,234,539,773
2018-01-09,7,3816,5550,2793,10797,11159,2243,76,24275,0,7,0,7,252,569,821
2018-01-09,8,3843,5571,3004,11834,11736,2391,79,26040,17,394,23,434,226,434,660
2018-01-09,9,3814,5521,2975,11965,12093,2439,78,26575,126,1366,167,1659,233,441,674
2018-01-09,10,3774,5463,2929,11931,12237,2465,74,26707,209,2043,340,2592,192,516,708
2018-01-09,11,3732,5390,2861,11825,12283,2482,70,26660,249,2305,426,2980,156,672,828
2018-01-09,12,3685,5326,2807,11689,12257,2479,67,26492,305,2496,564,3365,134,905,1039
2018-01-09,13,3651,5297,2757,11606,12145,2488,64,26303,310,2415,576,3301,135,1056,1191
2018-01-09,14,3636,5277,2713,11552,12010,2469,62,26093,314,2415,545,3274,146,1130,1276
2018-01-09,15,3656,5276,2665,11437,11924,2440,61,25862,305,2274,522,3101,147,1145,1292
2018-01-09,16,3729,5362,2669,11412,11907,2467,61,25847,185,1256,283,1724,165,1190,1355
2018-01-09,17,3925,5627,2765,11749,12266,2590,65,26670,29,230,50,309,183,1312,1495
2018-01-09,18,4233,5755,2936,12722,12964,2866,76,28628,0,0,0,0,227,1500,1727
2018-01-09,19,4290,5685,2954,13082,13163,2875,76,29196,0,0,0,0,303,1689,1992
2018-01-09,20,4243,5589,2898,12905,12984,2801,75,28765,0,0,0,0,317,1924,2241
2018-01-09,21,4142,5390,2796,12442,12585,2686,73,27786,0,0,0,0,370,2123,2493
2018-01-09,22,3971,5087,2637,11765,11953,2489,71,26278,0,0,0,0,437,2265,2702
2018-01-09,23,3771,4791,2439,10880,11179,2233,67,24359,0,0,0,0,486,2395,2881
2018-01-09,24,3580,4614,2275,10064,10383,2016,65,22528,0,0,0,0,493,2464,2957
2018-01-10,1,3452,4563,2169,9242,9768,1920,60,20990,0,0,0,0,602,2511,3113
2018-01-10,2,3378,4516,2125,8853,9392,1846,61,20152,0,0,0,0,491,2548,3039
2018-01-10,3,3352,4519,2110,8657,9200,1801,62,19720,0,0,0,0,402,2546,2948
2018-01-10,4,3362,4596,2140,8625,9168,1789,65,19647,0,0,0,0,322,2548,2870
2018-01-10,5,3437,4812,2247,8857,9448,1843,69,20217,0,0,0,0,278,2562,2840
2018-01-10,6,3607,5187,2507,9515,10162,1991,77,21745,0,0,0,0,237,2542,2779
2018-01-10,7,3842,5542,2884,10754,11269,2246,84,24353,0,14,0,14,207,2543,2750
2018-01-10,8,3832,5589,3114,11692,11675,2359,88,25814,44,704,63,811,196,2506,2702
2018-01-10,9,3768,5558,3068,11742,11729,2338,81,25890,254,2758,359,3371,193,2488,2681
2018-01-10,10,3703,5541,3009,11628,11657,2294,75,25654,419,4001,636,5056,184,2496,2680
2018-01-10,11,3651,5509,2948,11469,11581,2266,69,25385,439,4401,775,5615,159,2547,2706
2018-01-10,12,3600,5473,2865,11387,11479,2234,64,25164,406,4531,827,5764,133,2568,2701
2018-01-10,13,3567,5470,2802,11324,11399,2228,61,25012,386,4585,837,5808,121,2622,2743
2018-01-10,14,3557,5461,2738,11288,11367,2250,58,24963,399,4474,812,5685,101,2613,2714
2018-01-10,15,3576,5489,2683,11248,11387,2298,57,24990,378,3945,713,5036,92,2612,2704
2018-01-10,16,3645,5592,2684,11310,11455,2376,57,25198,255,2269,390,2914,94,2587,2681
2018-01-10,17,3849,5852,2786,11708,11949,2537,60,26254,39,385,68,492,78,2529,2607
2018-01-10,18,4174,5947,2963,12674,13065,2806,67,28612,0,0,0,0,74,2411,2485
2018-01-10,19,4236,5867,2977,12998,13198,2860,68,29124,0,0,0,0,83,2196,2279
2018-01-10,20,4196,5756,2919,12839,13021,2783,68,28711,0,0,0,0,85,1856,1941
2018-01-10,21,4100,5547,2824,12434,12701,2666,67,27868,0,0,0,0,95,1438,1533
2018-01-10,22,3936,5241,2657,11805,12063,2496,65,26429,0,0,0,0,132,991,1123
2018-01-10,23,3741,4949,2459,10907,11223,2263,62,24455,0,0,0,0,109,713,822
2018-01-10,24,3559,4782,2285,10070,10380,2056,61,22567,0,0,0,0,83,540,623
2018-01-11,1,3423,4667,2143,9252,9766,1852,62,20932,0,0,0,0,69,612,681
2018-01-11,2,3351,4626,2094,8895,9405,1781,62,20143,0,0,0,0,64,509,573
2018-01-11,3,3322,4635,2083,8712,9220,1743,64,19739,0,0,0,0,64,440,504
2018-01-11,4,3331,4721,2108,8706,9187,1734,66,19694,0,0,0,0,69,408,477
2018-01-11,5,3413,4933,2204,8955,9473,1791,71,20291,0,0,0,0,73,389,462
2018-01-11,6,3580,5315,2450,9634,10171,1963,79,21847,0,0,0,0,80,363,443
2018-01-11,7,3814,5668,2799,10836,11331,2255,88,24510,0,36,0,36,92,343,435
2018-01-11,8,3813,5692,2989,11951,11694,2345,90,26080,53,913,119,1085,107,267,374
2018-01-11,9,3766,5629,2949,11887,11654,2286,83,25911,261,3109,517,3887,118,222,340
2018-01-11,10,3712,5575,2901,11691,11526,2201,76,25495,407,4419,843,5669,128,195,323
2018-01-11,11,3667,5498,2841,11434,11375,2130,71,25010,452,4821,963,6236,120,184,304
2018-01-11,12,3618,5416,2774,11185,11262,2089,66,24602,479,4856,1008,6343,112,187,299
2018-01-11,13,3589,5381,2718,10955,11215,2081,63,24314,498,4895,1034,6427,109,180,289
2018-01-11,14,3582,5359,2663,10948,11285,2122,61,24416,510,4759,1014,6283,105,189,294
2018-01-11,15,3602,5355,2620,10989,11438,2155,59,24641,470,4259,892,5621,105,193,298
2018-01-11,16,3657,5454,2605,11137,11569,2246,59,25011,286,2393,536,3215,105,206,311
2018-01-11,17,3836,5716,2694,11611,11937,2393,62,26003,36,407,77,520,106,215,321
2018-01-11,18,4141,5833,2856,12657,12913,2698,70,28338,0,0,0,0,111,251,362
2018-01-11,19,4190,5757,2858,12961,13024,2768,70,28823,0,0,0,0,121,289,410
2018-01-11,20,4144,5674,2792,12774,12815,2702,69,28360,0,0,0,0,138,329,467
2018-01-11,21,4055,5481,2702,12366,12437,2585,69,27457,0,0,0,0,152,371,523
2018-01-11,22,3902,5186,2551,11732,11861,2402,67,26062,0,0,0,0,167,412,579
2018-01-11,23,3718,4902,2368,10853,11121,2169,64,24207,0,0,0,0,163,513,676
2018-01-11,24,3539,4720,2206,10028,10323,1971,62,22384,0,0,0,0,155,639,794
2018-01-12,1,3439,4572,2089,9346,9578,1910,62,20896,0,0,0,0,182,990,1172
2018-01-12,2,3368,4524,2035,8951,9208,1840,63,20062,0,0,0,0,167,1092,1259
2018-01-12,3,3342,4521,2015,8749,9000,1800,64,19613,0,0,0,0,159,1199,1358
2018-01-12,4,3346,4592,2034,8713,8907,1790,66,19476,0,0,0,0,154,1281,1435
2018-01-12,5,3420,4792,2125,8962,9162,1846,71,20041,0,0,0,0,124,1193,1317
2018-01-12,6,3582,5142,2353,9606,9797,1990,78,21471,0,0,0,0,95,1066,1161
2018-01-12,7,3808,5492,2689,10822,10741,2224,87,23874,0,30,0,30,76,885,961
2018-01-12,8,3811,5545,2904,11814,11038,2296,89,25237,45,847,87,979,65,706,771
2018-01-12,9,3772,5511,2894,11691,11011,2283,82,25067,264,2940,439,3643,62,510,572
2018-01-12,10,3728,5468,2859,11460,10932,2222,74,24688,433,4225,740,5398,66,393,459
2018-01-12,11,3682,5403,2811,11136,10802,2185,67,24190,481,4592,886,5959,65,407,472
2018-01-12,12,3630,5328,2737,10889,10750,2153,62,23854,484,4698,947,6129,70,423,493
2018-01-12,13,3585,5297,2672,10674,10751,2147,58,23630,494,4655,974,6123,77,454,531
2018-01-12,14,3562,5278,2610,10623,10871,2196,56,23746,503,4504,935,5942,86,479,565
2018-01-12,15,3560,5274,2551,10642,10928,2254,54,23878,465,3867,817,5149,98,492,590
2018-01-12,16,3606,5337,2547,10874,11004,2351,54,24283,307,2192,509,3008,108,504,612
2018-01-12,17,3770,5568,2632,11451,11380,2465,57,25353,46,357,87,490,114,358,472
2018-01-12,18,4070,5652,2783,12433,12349,2734,65,27581,0,0,1,1,117,271,388
2018-01-12,19,4116,5585,2785,12585,12385,2753,65,27788,0,0,0,0,136,216,352
2018-01-12,20,4072,5479,2717,12355,12083,2681,64,27183,0,0,0,0,142,179,321
2018-01-12,21,3994,5310,2623,12000,11689,2587,64,26340,0,0,0,0,162,154,316
2018-01-12,22,3880,5102,2492,11512,11388,2441,64,25405,0,0,0,0,168,164,332
2018-01-12,23,3748,4868,2341,10846,10760,2247,62,23915,0,0,0,0,162,174,336
2018-01-12,24,3587,4696,2195,10166,10107,2056,61,22390,0,0,0,0,158,194,352
2018-01-13,1,3471,4563,2090,9400,9535,1920,63,20918,0,0,0,0,114,220,334
2018-01-13,2,3385,4505,2035,9016,9179,1837,64,20096,0,0,0,0,112,227,339
2018-01-13,3,3347,4495,2016,8768,8925,1787,65,19545,0,0,0,0,119,230,349
2018-01-13,4,3329,4528,2031,8661,8764,1761,68,19254,0,0,0,0,117,229,346
2018-01-13,5,3358,4622,2089,8715,8758,1778,71,19322,0,0,0,0,118,226,344
2018-01-13,6,3434,4776,2204,8962,9044,1829,76,19911,0,0,0,0,121,227,348
2018-01-13,7,3523,4978,2374,9451,9355,1927,83,20816,0,34,0,34,121,233,354
2018-01-13,8,3499,5100,2554,9878,9383,1967,86,21314,43,946,94,1083,116,236,352
