date,he,node,dalmp,dacon,daloss,rtlmp,rtcon,rtloss
2018-05-06,7,TH_NP15_GEN,11.21,-6.49,-0.52,8.56,-3.33,-0.22
2018-05-06,8,TH_NP15_GEN,7.46,-0.95,-0.27,17.39,-8.1,-0.2
2018-05-06,9,TH_NP15_GEN,5.65,-0.41,-0.09,17.23,0,-0.11
2018-05-06,10,TH_NP15_GEN,3.69,-0.23,-0.04,16.78,0,-0.14
2018-05-06,11,TH_NP15_GEN,2.12,-0.14,-0.03,9.79,0,-0.18
2018-05-06,12,TH_NP15_GEN,5.23,-5.63,-0.17,5.95,0,-0.11
2018-05-06,13,TH_NP15_GEN,5.91,-2.71,-0.15,7.53,-1.96,-0.19
2018-05-06,14,TH_NP15_GEN,9.89,-2.78,-0.31,4.11,-4.92,-0.23
2018-05-06,15,TH_NP15_GEN,10.83,-4.85,-0.35,-7.45,-16.23,-0.18
2018-05-06,16,TH_NP15_GEN,11.77,-6.49,-0.56,-3.52,-23.51,-0.36
2018-05-06,17,TH_NP15_GEN,12.44,-7.13,-0.67,20.21,0,-0.21
2018-05-06,18,TH_NP15_GEN,32.4,-1.52,-1.52,14.46,-8.22,-0.29
2018-05-06,19,TH_NP15_GEN,43.85,0,-2.52,2.72,-19.39,-0.42
2018-05-06,20,TH_NP15_GEN,52.13,0,-3.15,20.05,-4.96,-0.77
2018-05-06,21,TH_NP15_GEN,55.85,0,-2.83,17.4,-11.53,-0.86
2018-05-06,22,TH_NP15_GEN,41.7,-0.05,-2.24,20.84,-2.46,-0.61
2018-05-06,23,TH_NP15_GEN,27.1,-0.66,-1.32,17.71,0,-0.36
2018-05-06,24,TH_NP15_GEN,22.53,-0.84,-1.03,15.9,0,-0.24
2018-05-07,1,TH_NP15_GEN,16.16,-1.04,-0.61,19.31,3.21,-0.18
2018-05-07,2,TH_NP15_GEN,11.87,-0.64,-0.39,12.06,0,-0.17
2018-05-07,3,TH_NP15_GEN,9.32,-0.39,-0.27,5.09,0,-0.07
2018-05-07,4,TH_NP15_GEN,8.47,0.06,-0.21,-0.23,0,0
2018-05-07,5,TH_NP15_GEN,12.23,0.05,-0.36,12.12,0,-0.09
2018-05-07,6,TH_NP15_GEN,25.57,0.02,-0.98,16.82,0,-0.14
2018-05-07,7,TH_NP15_GEN,34.87,-0.45,-1,16.82,0,-0.03
2018-05-07,8,TH_NP15_GEN,27.86,0,-0.62,15.9,0,0
2018-05-07,9,TH_NP15_GEN,19.91,0,-0.28,12.54,0,0.1
2018-05-07,10,TH_NP15_GEN,18.59,-2.18,-0.17,5.86,0,0.03
2018-05-07,11,TH_NP15_GEN,18.31,-2.6,-0.26,0,0,0
2018-05-07,12,TH_NP15_GEN,21.19,-3.43,-0.3,4.08,0,0.05
2018-05-07,13,TH_NP15_GEN,21.25,-3.5,-0.29,10.18,0,0.13
2018-05-07,14,TH_NP15_GEN,20.84,-4.47,-0.46,16.55,0,0.17
2018-05-07,15,TH_NP15_GEN,22.24,-17.48,-0.58,16.15,0,0.1
2018-05-07,16,TH_NP15_GEN,21.82,-4.45,-0.5,18.8,0,0.25
2018-05-07,17,TH_NP15_GEN,26.14,-10.12,-0.75,23.05,0,0.3
2018-05-07,18,TH_NP15_GEN,29.11,-4.66,-1.11,19.66,0,0.03
2018-05-07,19,TH_NP15_GEN,40.25,-1.88,-1.89,21.23,0,-0.19
2018-05-07,20,TH_NP15_GEN,58.16,-0.13,-2.97,29.04,0,-0.3
2018-05-07,21,TH_NP15_GEN,72.06,-0.21,-3.23,35.46,1.26,-0.27
2018-05-07,22,TH_NP15_GEN,44.55,0,-2.29,40.01,0.82,-0.18
2018-05-07,23,TH_NP15_GEN,26.59,-1.75,-1.17,24.28,0.65,-0.01
2018-05-07,24,TH_NP15_GEN,23.8,-1.46,-1.15,18.64,0,-0.03
2018-05-08,1,TH_NP15_GEN,18.83,-1.44,-0.73,17.85,0,-0.02
2018-05-08,2,TH_NP15_GEN,14.98,-0.99,-0.54,15.5,0,-0.05
2018-05-08,3,TH_NP15_GEN,11,-1.05,-0.39,25.4,6.72,0
2018-05-08,4,TH_NP15_GEN,10.21,-0.58,-0.36,14.05,0,-0.07
2018-05-08,5,TH_NP15_GEN,18.27,0.02,-0.56,20.36,0,0.01
2018-05-08,6,TH_NP15_GEN,26.87,0,-1.04,35.23,2.05,-0.1
2018-05-08,7,TH_NP15_GEN,36.21,-0.34,-1.45,26.28,1.34,-0.06
2018-05-08,8,TH_NP15_GEN,26.94,-0.05,-1.28,23.75,0,0.04
2018-05-08,9,TH_NP15_GEN,20.47,-0.45,-0.68,21.96,0,0.28
2018-05-08,10,TH_NP15_GEN,19.47,-4.43,-0.52,18.97,0,0.27
2018-05-08,11,TH_NP15_GEN,20.87,-3.62,-0.48,16.39,0,0.21
2018-05-08,12,TH_NP15_GEN,20.73,-3.78,-0.63,19.33,0,0.24
2018-05-08,13,TH_NP15_GEN,20.69,-2.89,-0.71,20.25,0,0.19
2018-05-08,14,TH_NP15_GEN,22.44,-4.23,-0.79,31.49,0,0.29
2018-05-08,15,TH_NP15_GEN,22.54,-5.14,-1.08,36.73,0,0.29
2018-05-08,16,TH_NP15_GEN,24.59,-4.73,-1.3,29.46,0,0.24
2018-05-08,17,TH_NP15_GEN,26.25,-5.5,-1.26,28.9,-0.71,0.16
2018-05-08,18,TH_NP15_GEN,30.25,-6.51,-1.71,30.25,0,-0.05
2018-05-08,19,TH_NP15_GEN,41.6,-1.32,-2.46,217.76,0,-2.36
2018-05-08,20,TH_NP15_GEN,49.04,-1.13,-3.1,49.36,0,-0.61
2018-05-08,21,TH_NP15_GEN,57.22,-2.11,-3.51,60.03,0,-0.45
2018-05-08,22,TH_NP15_GEN,41.8,-1.62,-2.51,37.5,0,-0.59
2018-05-08,23,TH_NP15_GEN,27.67,-1.95,-1.45,21.16,0,-0.28
2018-05-08,24,TH_NP15_GEN,23.77,-1.93,-1.11,28.04,0,-0.01
2018-05-09,1,TH_NP15_GEN,19.69,1.19,-0.68,18.9,0,-0.09
2018-05-09,2,TH_NP15_GEN,20.24,-0.75,-0.71,19.57,0,0.01
2018-05-09,3,TH_NP15_GEN,13.87,2.44,-0.36,18.72,0,-0.02
2018-05-09,4,TH_NP15_GEN,13.97,1.99,-0.38,20.49,0,-0.05
2018-05-09,5,TH_NP15_GEN,20.69,3.97,-0.51,24.83,0,0.05
2018-05-09,6,TH_NP15_GEN,28.79,0.2,-1.04,31.55,0,0.12
2018-05-09,7,TH_NP15_GEN,37.08,-0.36,-1.16,35.11,0,0.26
2018-05-09,8,TH_NP15_GEN,21.79,0,-0.59,26,0,0.23
2018-05-09,9,TH_NP15_GEN,12.23,0,-0.18,12.15,0,0.21
2018-05-09,10,TH_NP15_GEN,9.96,-4.03,-0.16,14.18,-0.07,0.08
2018-05-09,11,TH_NP15_GEN,9.81,-3.76,-0.19,0.25,0,0
2018-05-09,12,TH_NP15_GEN,11.63,-5.33,-0.27,9.17,0,-0.02
2018-05-09,13,TH_NP15_GEN,13.45,-3.74,-0.35,7.64,0,-0.05
2018-05-09,14,TH_NP15_GEN,13.43,-5.68,-0.45,17.39,0,-0.07
2018-05-09,15,TH_NP15_GEN,14.59,-6.51,-0.57,20.31,0,-0.08
2018-05-09,16,TH_NP15_GEN,15.56,-10.34,-0.75,20.69,0,0
2018-05-09,17,TH_NP15_GEN,16.96,-8.45,-0.68,30.64,-16.12,-0.38
2018-05-09,18,TH_NP15_GEN,23.64,-10.16,-0.87,21.46,0,-0.2
2018-05-09,19,TH_NP15_GEN,38.43,-1.54,-2.17,37,3.31,-0.95
2018-05-09,20,TH_NP15_GEN,47.83,-1.5,-2.71,49.32,13.33,-1.13
2018-05-09,21,TH_NP15_GEN,54.38,-2.49,-2.93,43.06,8.67,-0.77
2018-05-09,22,TH_NP15_GEN,41.54,-1.12,-2.17,52.51,0,-0.7
2018-05-09,23,TH_NP15_GEN,28.96,-1.35,-1.34,24.77,0,-0.23
2018-05-09,24,TH_NP15_GEN,22.28,-0.85,-0.86,16.71,0,-0.17
2018-05-10,1,TH_NP15_GEN,20.23,1.29,-0.67,21.85,2.77,0
2018-05-10,2,TH_NP15_GEN,16.89,2.01,-0.49,17.48,0,-0.2
2018-05-10,3,TH_NP15_GEN,14.94,2.18,-0.38,17.17,0,-0.1
2018-05-10,4,TH_NP15_GEN,13.67,2.11,-0.32,16.71,0,-0.08
2018-05-10,5,TH_NP15_GEN,17.77,2.85,-0.42,18.46,0,-0.04
2018-05-10,6,TH_NP15_GEN,29.56,2.08,-0.79,29.26,0,-0.02
2018-05-10,7,TH_NP15_GEN,38.88,-0.51,-0.95,17.57,0,0.05
2018-05-10,8,TH_NP15_GEN,23.47,-0.2,-0.51,23.37,0,0.22
2018-05-10,9,TH_NP15_GEN,15.17,-0.23,-0.17,8.87,0,0.15
2018-05-10,10,TH_NP15_GEN,15.84,-0.37,-0.23,-0.23,0,0
2018-05-10,11,TH_NP15_GEN,12.95,-0.53,-0.24,0,0,0
2018-05-10,12,TH_NP15_GEN,12.05,-4.35,-0.31,1.3,0,0.01
2018-05-10,13,TH_NP15_GEN,13.67,-2.92,-0.42,3.11,0,-0.01
2018-05-10,14,TH_NP15_GEN,15.48,-3.13,-0.48,13.7,0,0.01
2018-05-10,15,TH_NP15_GEN,15.92,-2.57,-0.5,16.4,0,-0.02
2018-05-10,16,TH_NP15_GEN,16.64,-7.78,-0.79,18.03,0,-0.02
2018-05-10,17,TH_NP15_GEN,16.18,-7.66,-0.84,15.42,0,-0.14
2018-05-10,18,TH_NP15_GEN,24.08,-6.12,-0.96,22.47,2.46,-0.2
2018-05-10,19,TH_NP15_GEN,41.62,-0.65,-2.12,21.31,2.74,-0.64
2018-05-10,20,TH_NP15_GEN,50.23,-0.58,-2.84,27.26,3.69,-0.89
2018-05-10,21,TH_NP15_GEN,58.63,-0.81,-3.07,24.52,0,-0.79
2018-05-10,22,TH_NP15_GEN,44.39,0.01,-2.25,22.93,0.87,-0.51
2018-05-10,23,TH_NP15_GEN,28.58,0.17,-1.24,19.72,0,-0.32
2018-05-10,24,TH_NP15_GEN,24.1,-0.16,-0.88,18.12,0,-0.17
2018-05-11,1,TH_NP15_GEN,21.29,1.03,-0.58,22.5,4.21,-0.29
2018-05-11,2,TH_NP15_GEN,14.83,1.38,-0.38,12.63,0,-0.16
2018-05-11,3,TH_NP15_GEN,13.21,1.22,-0.35,6.9,0,-0.13
2018-05-11,4,TH_NP15_GEN,12.36,0.9,-0.33,12.15,0,-0.17
2018-05-11,5,TH_NP15_GEN,14.83,1.46,-0.37,15.62,0,-0.1
2018-05-11,6,TH_NP15_GEN,28.02,0.08,-0.86,16.81,0,-0.09
2018-05-11,7,TH_NP15_GEN,29.98,-0.22,-0.77,17.35,0,0
2018-05-11,8,TH_NP15_GEN,24.78,-1.29,-0.65,19.19,0,0.24
2018-05-11,9,TH_NP15_GEN,15.43,-0.17,-0.25,15.8,0,0.24
2018-05-11,10,TH_NP15_GEN,12.85,-0.39,-0.22,16.21,0,0.12
2018-05-11,11,TH_NP15_GEN,9.04,-0.08,-0.11,11.72,0,0.04
2018-05-11,12,TH_NP15_GEN,7.53,-1.18,-0.09,4.68,0,0.02
2018-05-11,13,TH_NP15_GEN,7.36,0,-0.09,-1.47,-5.92,-0.01
2018-05-11,14,TH_NP15_GEN,9.35,-0.58,-0.12,15.29,0,-0.03
2018-05-11,15,TH_NP15_GEN,10.04,-0.26,-0.21,23.6,0,0.01
2018-05-11,16,TH_NP15_GEN,12.91,-0.39,-0.34,20.49,0,-0.05
2018-05-11,17,TH_NP15_GEN,15.59,-0.2,-0.43,9.87,0,-0.03
2018-05-11,18,TH_NP15_GEN,18.85,-3.58,-0.52,14.67,0,-0.15
2018-05-11,19,TH_NP15_GEN,33.84,-0.12,-1.64,14.16,0,-0.27
2018-05-11,20,TH_NP15_GEN,43.45,-0.8,-2.49,18.39,0,-0.4
2018-05-11,21,TH_NP15_GEN,49.17,-1.46,-2.51,21.26,0,-0.46
2018-05-11,22,TH_NP15_GEN,42.04,-0.76,-2.18,20.93,0,-0.28
2018-05-11,23,TH_NP15_GEN,28.58,-0.38,-1.3,23.13,0,-0.15
2018-05-11,24,TH_NP15_GEN,21.84,-1.34,-0.82,29.01,0,0.01
2018-05-12,1,TH_NP15_GEN,18.7,-1.12,-0.77,22.04,0.33,-0.05
2018-05-12,2,TH_NP15_GEN,13.72,-0.72,-0.58,25.57,0,0.13
2018-05-12,3,TH_NP15_GEN,13.29,-0.82,-0.55,25.03,0,0.07
2018-05-12,4,TH_NP15_GEN,12.2,-0.75,-0.48,19.91,0,-0.06
2018-05-12,5,TH_NP15_GEN,12.93,-0.74,-0.52,22.41,0,-0.08
2018-05-12,6,TH_NP15_GEN,15.53,-1.51,-0.75,27.32,0,-0.13
2018-05-12,7,TH_NP15_GEN,16.11,-0.32,-0.62,15.62,0,-0.09
2018-05-12,8,TH_NP15_GEN,8.05,-1.54,-0.3,15.12,0,0.01
2018-05-12,9,TH_NP15_GEN,0.63,-0.29,-0.01,-0.33,0,0
2018-05-12,10,TH_NP15_GEN,1.05,-0.07,-0.01,0,0,0
2018-05-12,11,TH_NP15_GEN,0.01,-0.03,0,0,0,0
2018-05-12,12,TH_NP15_GEN,0,0,0,0,0,0
2018-05-12,13,TH_NP15_GEN,0,0,0,0,0,0
2018-05-12,14,TH_NP15_GEN,0,0,0,0,0,0
2018-05-12,15,TH_NP15_GEN,0,0,0,-7.51,0,-0.08
2018-05-12,16,TH_NP15_GEN,0,0,0,-8.58,0,-0.07
2018-05-12,17,TH_NP15_GEN,0.01,0,0,-3.79,0,-0.04
2018-05-12,18,TH_NP15_GEN,13.19,0,-0.13,6.64,0,0.06
2018-05-12,19,TH_NP15_GEN,31.05,0,-0.59,12.29,0,0.04
2018-05-12,20,TH_NP15_GEN,39.84,0,-1,23.81,0,-0.01
2018-05-12,21,TH_NP15_GEN,48.57,0,-1.11,38.96,0,0.03
2018-05-12,22,TH_NP15_GEN,40.84,0,-0.82,23.28,0,0.13
2018-05-12,23,TH_NP15_GEN,29.36,0,-0.84,21.86,0,0.16
2018-05-12,24,TH_NP15_GEN,21.34,-1.05,-0.63,19.17,0,0.06
2018-05-13,1,TH_NP15_GEN,17.99,-0.36,-0.52,14.87,-0.67,-0.2
2018-05-13,2,TH_NP15_GEN,16.25,-0.05,-0.49,13.7,-1.93,-0.21
2018-05-13,3,TH_NP15_GEN,13.73,-0.3,-0.45,10.66,-0.58,-0.25
2018-05-13,4,TH_NP15_GEN,10.38,-0.56,-0.33,7.07,0,-0.15
2018-05-13,5,TH_NP15_GEN,11.05,-0.32,-0.33,11.19,0,-0.23
2018-05-13,6,TH_NP15_GEN,14.98,-0.13,-0.43,11.71,0,-0.26
2018-05-13,7,TH_NP15_GEN,10.37,-0.31,-0.28,5.87,0,-0.11
2018-05-13,8,TH_NP15_GEN,0.07,-0.78,-0.01,0.79,0,-0.03
2018-05-13,9,TH_NP15_GEN,-6.02,-1.12,-0.07,-9.88,0,-0.02
2018-05-13,10,TH_NP15_GEN,-8.24,-1.1,-0.12,-15.79,0,0.07
2018-05-13,11,TH_NP15_GEN,-12.52,-0.86,-0.18,-7.58,0,0.04
2018-05-13,12,TH_NP15_GEN,-13.19,-0.66,-0.17,-1.98,0,0.02
2018-05-13,13,TH_NP15_GEN,-13.55,-0.6,-0.12,-11.75,0,0.08
2018-05-13,14,TH_NP15_GEN,-12.86,-0.53,-0.12,-16.02,0,0.14
2018-05-13,15,TH_NP15_GEN,-10.23,-0.42,-0.06,-15.83,0,0.17
2018-05-13,16,TH_NP15_GEN,-7.2,-0.34,-0.04,-13.56,0,0.16
2018-05-13,17,TH_NP15_GEN,-0.08,0,0,-4.08,0,0.04
2018-05-13,18,TH_NP15_GEN,11.36,0,-0.17,8.99,0,-0.03
2018-05-13,19,TH_NP15_GEN,26.11,0,-0.6,11.24,-0.39,-0.06
2018-05-13,20,TH_NP15_GEN,35.69,0,-1.29,20.93,0,-0.13
2018-05-13,21,TH_NP15_GEN,45.46,0,-1.62,31.94,0,-0.11
2018-05-13,22,TH_NP15_GEN,36.19,0,-1.17,27.32,0,-0.08
2018-05-13,23,TH_NP15_GEN,28.19,-0.07,-1.03,22.75,0,0.01
2018-05-13,24,TH_NP15_GEN,18.87,0,-0.66,17.33,0,-0.13
2018-05-14,1,TH_NP15_GEN,14.76,-0.06,-0.48,15.98,0,-0.14
2018-05-14,2,TH_NP15_GEN,10.39,0,-0.29,16.01,0,-0.11
2018-05-14,3,TH_NP15_GEN,10.26,-0.25,-0.28,15.51,0,-0.15
2018-05-14,4,TH_NP15_GEN,10.15,-0.35,-0.26,16.14,0,-0.13
2018-05-14,5,TH_NP15_GEN,11.92,-0.26,-0.38,18.95,0,-0.11
2018-05-14,6,TH_NP15_GEN,22.94,-1.01,-0.87,25.42,0,-0.23
2018-05-14,7,TH_NP15_GEN,28.39,-0.68,-0.87,21.46,0,-0.17
2018-05-14,8,TH_NP15_GEN,24.97,-0.66,-0.5,34.51,0,-0.09
2018-05-14,9,TH_NP15_GEN,15.76,-0.48,-0.09,22.99,0,0.19
2018-05-14,10,TH_NP15_GEN,13.41,-0.45,-0.05,16.8,0,0.19
2018-05-14,11,TH_NP15_GEN,10.16,-0.3,-0.03,16.69,0,0.17
2018-05-14,12,TH_NP15_GEN,10.89,-0.04,-0.02,19.02,0,0.17
2018-05-14,13,TH_NP15_GEN,11.06,-0.12,-0.01,15.94,0,0.07
2018-05-14,14,TH_NP15_GEN,11,-0.16,0,17.99,0,0.06
2018-05-14,15,TH_NP15_GEN,12.72,0,-0.02,18.65,-0.47,-0.02
2018-05-14,16,TH_NP15_GEN,14.16,0,0.01,19.24,-1.97,0.05
2018-05-14,17,TH_NP15_GEN,16.23,0,-0.16,18.73,-1.95,0.11
2018-05-14,18,TH_NP15_GEN,20.54,0,-0.42,21.71,0,0.06
2018-05-14,19,TH_NP15_GEN,30.01,0,-0.84,23.03,0,-0.1
2018-05-14,20,TH_NP15_GEN,38.89,0,-1.71,28.8,0,-0.27
2018-05-14,21,TH_NP15_GEN,47.16,0,-1.97,36.19,0,-0.06
2018-05-14,22,TH_NP15_GEN,37.24,0,-1.22,28.2,0,-0.01
2018-05-14,23,TH_NP15_GEN,28.04,0,-1.02,28.21,0,0.09
2018-05-14,24,TH_NP15_GEN,20.65,0,-0.67,17.47,0,-0.09
2018-05-15,1,TH_NP15_GEN,19.5,-1.01,-0.54,21.08,0,-0.05
2018-05-15,2,TH_NP15_GEN,14.03,-0.8,-0.35,18.86,0,-0.05
2018-05-15,3,TH_NP15_GEN,13.58,-0.31,-0.34,19.98,0,-0.09
2018-05-15,4,TH_NP15_GEN,13.8,0,-0.33,20.17,0,-0.07
2018-05-15,5,TH_NP15_GEN,18.22,-0.01,-0.49,21.87,0,-0.05
2018-05-15,6,TH_NP15_GEN,28.54,0,-0.87,28.34,0,-0.1
2018-05-15,7,TH_NP15_GEN,31.53,-0.12,-0.79,26.04,0,-0.01
2018-05-15,8,TH_NP15_GEN,25.08,0,-0.35,18.89,0,0.16
2018-05-15,9,TH_NP15_GEN,15.53,0,-0.21,16.87,0,0.13
2018-05-15,10,TH_NP15_GEN,13.29,0,-0.04,15.38,0,0.09
2018-05-15,11,TH_NP15_GEN,11.56,0,-0.03,16.64,0,0.04
2018-05-15,12,TH_NP15_GEN,10.98,0,-0.01,20.64,0.65,0.08
2018-05-15,13,TH_NP15_GEN,10.24,0,-0.01,15.92,0,-0.03
2018-05-15,14,TH_NP15_GEN,11.42,0,0.01,17.45,0,-0.01
2018-05-15,15,TH_NP15_GEN,10.5,0,-0.04,14.63,0,-0.11
2018-05-15,16,TH_NP15_GEN,10.11,0,-0.09,15.92,0,-0.1
2018-05-15,17,TH_NP15_GEN,15.3,0,-0.2,19.74,0,0.03
2018-05-15,18,TH_NP15_GEN,20.09,0,-0.5,24.92,0,-0.05
2018-05-15,19,TH_NP15_GEN,30.25,0,-1.2,29.47,0,-0.34
2018-05-15,20,TH_NP15_GEN,43.85,0,-2.33,46.24,0,-0.82
2018-05-15,21,TH_NP15_GEN,58.79,-0.62,-3.12,46.96,0.6,-0.84
2018-05-15,22,TH_NP15_GEN,42.75,-0.22,-2.01,33.98,0,-0.53
2018-05-15,23,TH_NP15_GEN,29.43,0,-1.5,23.08,0,-0.28
2018-05-15,24,TH_NP15_GEN,25.04,0,-1.2,23.71,0,-0.32
2018-05-16,1,TH_NP15_GEN,24.2,0,-0.98,20.79,0,-0.25
2018-05-16,2,TH_NP15_GEN,20.36,0,-0.66,19.64,0,-0.16
2018-05-16,3,TH_NP15_GEN,19.8,0,-0.64,17.98,0,-0.12
2018-05-16,4,TH_NP15_GEN,19.59,0,-0.62,17.77,0,-0.13
2018-05-16,5,TH_NP15_GEN,21.84,0,-0.75,17.28,0,-0.23
2018-05-16,6,TH_NP15_GEN,33.81,0,-1.32,23.35,0,-0.36
2018-05-16,7,TH_NP15_GEN,34.62,-0.22,-1,23.19,0,-0.19
2018-05-16,8,TH_NP15_GEN,23.51,-0.11,-0.52,19.31,0,-0.03
2018-05-16,9,TH_NP15_GEN,16.03,0,-0.11,16.38,0,0.15
2018-05-16,10,TH_NP15_GEN,12.91,0,0.04,15.28,0,0.18
2018-05-16,11,TH_NP15_GEN,12.03,-0.02,0.1,15.24,0,0.15
2018-05-16,12,TH_NP15_GEN,11.07,-1.04,0.11,17.03,0.01,0.18
2018-05-16,13,TH_NP15_GEN,10.66,-0.03,0.07,18.43,0,0.24
2018-05-16,14,TH_NP15_GEN,9.21,-2.77,0.04,20.42,0,0.15
2018-05-16,15,TH_NP15_GEN,10.5,-0.92,-0.01,19.4,0,0.29
2018-05-16,16,TH_NP15_GEN,9.81,-0.61,-0.09,20.8,0,0.32
2018-05-16,17,TH_NP15_GEN,11.8,-0.12,-0.14,21.13,0,0.27
2018-05-16,18,TH_NP15_GEN,16.48,-0.34,-0.4,17.14,0,-0.1
2018-05-16,19,TH_NP15_GEN,27.45,-2.03,-1.03,21.95,0,-0.31
2018-05-16,20,TH_NP15_GEN,39.52,-3.13,-1.87,29.79,0,-0.63
2018-05-16,21,TH_NP15_GEN,50.53,-5.66,-2.54,29,0,-0.54
2018-05-16,22,TH_NP15_GEN,39.6,-2.92,-1.79,27.42,0,-0.42
2018-05-16,23,TH_NP15_GEN,28.88,-0.86,-1.3,18.99,0,-0.2
2018-05-16,24,TH_NP15_GEN,21.71,0,-0.82,14.51,0,-0.22
2018-05-17,1,TH_NP15_GEN,12.11,0,-0.46,12.81,0,-0.26
2018-05-17,2,TH_NP15_GEN,10.21,0,-0.35,8.97,0,-0.13
2018-05-17,3,TH_NP15_GEN,8.25,0,-0.28,1.01,0,-0.01
2018-05-17,4,TH_NP15_GEN,7.02,0,-0.23,0.24,0,0
2018-05-17,5,TH_NP15_GEN,12.33,0,-0.43,8.84,0,-0.16
2018-05-17,6,TH_NP15_GEN,26.39,0,-1.03,18.72,0,-0.3
2018-05-17,7,TH_NP15_GEN,28.72,0,-0.87,19.34,0,-0.18
2018-05-17,8,TH_NP15_GEN,17.88,0,-0.42,14.61,0,-0.16
2018-05-17,9,TH_NP15_GEN,10.36,0,-0.04,9.82,0,0.03
2018-05-17,10,TH_NP15_GEN,8.44,0,0.03,6.14,0,0.01
2018-05-17,11,TH_NP15_GEN,5.31,0,0.02,7.5,0,0.04
2018-05-17,12,TH_NP15_GEN,6.02,0.93,0.02,7.11,0,0.04
2018-05-17,13,TH_NP15_GEN,6.21,2.36,0.02,10.39,0,0.04
2018-05-17,14,TH_NP15_GEN,7.99,-0.65,0.03,13.2,0,0.03
2018-05-17,15,TH_NP15_GEN,6.32,-0.35,0.02,12.77,0,0.01
2018-05-17,16,TH_NP15_GEN,4.78,-1.68,-0.01,10.57,0,-0.02
2018-05-17,17,TH_NP15_GEN,6.29,-1.26,-0.02,10.37,0,-0.02
2018-05-17,18,TH_NP15_GEN,10.74,-2.22,-0.25,13.23,0,-0.13
2018-05-17,19,TH_NP15_GEN,24.8,-1.58,-0.83,17.79,0,-0.29
2018-05-17,20,TH_NP15_GEN,40.25,-2.06,-1.62,27.6,0,-0.36
2018-05-17,21,TH_NP15_GEN,52.26,-3.16,-1.99,40.38,0,-0.21
2018-05-17,22,TH_NP15_GEN,39.7,-2.27,-1.45,45.76,0,-0.28
2018-05-17,23,TH_NP15_GEN,25.58,-1.1,-1.16,19.35,0,-0.14
2018-05-17,24,TH_NP15_GEN,17.63,-0.38,-0.82,15.59,0,-0.26
2018-05-18,1,TH_NP15_GEN,13.17,0,-0.53,13.09,0,-0.34
2018-05-18,2,TH_NP15_GEN,11.18,0,-0.38,14.41,0,-0.23
2018-05-18,3,TH_NP15_GEN,9.3,0,-0.29,13.63,0,-0.23
2018-05-18,4,TH_NP15_GEN,7.76,0,-0.23,12.72,0,-0.2
2018-05-18,5,TH_NP15_GEN,9.3,0,-0.33,15.25,0,-0.32
2018-05-18,6,TH_NP15_GEN,19.66,0,-0.79,21.27,0,-0.32
2018-05-18,7,TH_NP15_GEN,25.06,0,-0.85,24.13,0,-0.19
2018-05-18,8,TH_NP15_GEN,13.16,0,-0.31,18.97,0,-0.05
2018-05-18,9,TH_NP15_GEN,8.29,0,-0.06,13.12,0,0.02
2018-05-18,10,TH_NP15_GEN,5.19,0,-0.03,14.06,0,0.12
2018-05-18,11,TH_NP15_GEN,5.54,0,-0.04,15.78,0,0.08
2018-05-18,12,TH_NP15_GEN,6.83,-1.73,-0.09,15.88,0,0.07
2018-05-18,13,TH_NP15_GEN,7.23,0,-0.1,15.75,0,0.03
2018-05-18,14,TH_NP15_GEN,8.17,-2.93,-0.16,13.72,0,0.02
2018-05-18,15,TH_NP15_GEN,10.22,-0.69,-0.19,15,0,0.03
2018-05-18,16,TH_NP15_GEN,8.21,0,-0.15,15.34,0,0.01
2018-05-18,17,TH_NP15_GEN,9.67,0,-0.17,12.6,0,0
2018-05-18,18,TH_NP15_GEN,13.01,0,-0.43,15.71,0,-0.04
2018-05-18,19,TH_NP15_GEN,26.94,0,-0.98,27.82,0,-0.14
2018-05-18,20,TH_NP15_GEN,38.12,-1.09,-1.57,25.07,0,-0.29
2018-05-18,21,TH_NP15_GEN,50.95,-1.45,-2.07,39.37,0,-0.46
2018-05-18,22,TH_NP15_GEN,38.41,-1,-1.53,28.56,0,-0.26
2018-05-18,23,TH_NP15_GEN,28.18,0,-1.17,27.3,0,-0.12
2018-05-18,24,TH_NP15_GEN,22.62,-0.06,-1.07,16.65,-1.26,-0.12
2018-05-19,1,TH_NP15_GEN,17.71,-0.66,-0.81,15.45,-1.4,-0.28
2018-05-19,2,TH_NP15_GEN,14.76,-0.3,-0.57,15.09,0,-0.31
2018-05-19,3,TH_NP15_GEN,12.22,-0.15,-0.44,15.03,0,-0.08
2018-05-19,4,TH_NP15_GEN,10.08,0,-0.36,14.92,0,0
2018-05-19,5,TH_NP15_GEN,11.7,0,-0.45,16.78,0,-0.37
2018-05-19,6,TH_NP15_GEN,16.65,-0.03,-0.7,16.29,0,-0.37
2018-05-19,7,TH_NP15_GEN,14.64,-1.29,-0.61,14,0,-0.27
2018-05-19,8,TH_NP15_GEN,7.47,-2.07,-0.24,10.15,0,-0.15
2018-05-19,9,TH_NP15_GEN,0,-0.97,-0.01,-1.53,0,0.01
2018-05-19,10,TH_NP15_GEN,-0.13,-0.5,0,3.1,0,-0.03
2018-05-19,11,TH_NP15_GEN,0,-0.3,0,7.09,0,-0.03
2018-05-19,12,TH_NP15_GEN,0.43,-0.07,0,10.56,0,-0.03
2018-05-19,13,TH_NP15_GEN,0.01,0,0,9.99,0,-0.07
2018-05-19,14,TH_NP15_GEN,0.01,0,0,10.28,0,-0.11
